"Lower income groups are significantly more likely to report social justice problems and negative consequences from them, and further, less likely to utilize the legal system to resolve their problems. The Legal Services Corporation estimates that over four-fifths of the legal needs of the poor remain unmet.",1,86,"Deborah Rhode,Scott Cummings","Access to Justice: Looking Back, Thinking Ahead",8,"This Article seeks to assess our progress and reassess our goals concerning access to justice. It begins in Part I by summarizing the nature of the challenge. Although there is much we do not know about the scope of the problem, the data available suggest a shameful inadequacy of services for the poor and a declining commitment of federal funds to address it. The remainder of the Article explores the most plausible responses. Part II reviews the role of technology, self-help, and nonlawyer services. Part III analyzes the extent of pro bono contributions and what can be done to increase them. Part IV surveys the evolution and contributions of public interest law, and how best to support it. Part V concludes with an agenda for reducing the justice gap. It argues for greater involvement of legal educators and practitioners in expanding understanding of the problem and supporting the most cost-effective solutions.",2017,"11 Special Issues,11.5 Financing Justice,9 Demographics,9.1. Financial Demographics,7 Access to Justice,7.1 A2J demographics,7.2 A2J gap explanations ,11.4 Non-Lawyer Navigators,10.8 Non-Lawyer/Roles Beyond Lawyers Solutions,10 Solution Type,10.5 Pro Bono Solutions,10.6 Technology Solutions,10.2 Non-Legal Solutions,3 Courts & Lawyers ,3.8 Representing onself as Pro Se","11, 11.5, 9, 9.1, 7, 7.1, 7.2, 11.4, 10.8, 10, 10.5, 10.6, 10.2, 3, 3.8"
"`“The federal budget for the Legal Services Corporation, which supports civil legal aid offices throughout the nation, has declined almost forty percent in the three decades.”
",0,87,"Deborah Rhode,Scott Cummings","Access to Justice: Looking Back, Thinking Ahead",8,"This Article seeks to assess our progress and reassess our goals concerning access to justice. It begins in Part I by summarizing the nature of the challenge. Although there is much we do not know about the scope of the problem, the data available suggest a shameful inadequacy of services for the poor and a declining commitment of federal funds to address it. The remainder of the Article explores the most plausible responses. Part II reviews the role of technology, self-help, and nonlawyer services. Part III analyzes the extent of pro bono contributions and what can be done to increase them. Part IV surveys the evolution and contributions of public interest law, and how best to support it. Part V concludes with an agenda for reducing the justice gap. It argues for greater involvement of legal educators and practitioners in expanding understanding of the problem and supporting the most cost-effective solutions.",2017,"11 Special Issues,11.5 Financing Justice,9 Demographics,9.1. Financial Demographics,7 Access to Justice,7.1 A2J demographics,7.2 A2J gap explanations ,11.4 Non-Lawyer Navigators,10.8 Non-Lawyer/Roles Beyond Lawyers Solutions,10 Solution Type,10.5 Pro Bono Solutions,10.6 Technology Solutions,10.2 Non-Legal Solutions,3 Courts & Lawyers ,3.8 Representing onself as Pro Se","11, 11.5, 9, 9.1, 7, 7.1, 7.2, 11.4, 10.8, 10, 10.5, 10.6, 10.2, 3, 3.8"
"In 1998, the Legal Services Corporation funded 3,590 attorneys and this number has only slowly grown to 5,000 by 2015, indicating that there are not enough resources available for 60 million low income individuals who qualify for this legal assistance. “Funding for direct legal services comes out to just $5.85 per eligible person per year.”",1,88,"Deborah Rhode,Scott Cummings","Access to Justice: Looking Back, Thinking Ahead",8,"This Article seeks to assess our progress and reassess our goals concerning access to justice. It begins in Part I by summarizing the nature of the challenge. Although there is much we do not know about the scope of the problem, the data available suggest a shameful inadequacy of services for the poor and a declining commitment of federal funds to address it. The remainder of the Article explores the most plausible responses. Part II reviews the role of technology, self-help, and nonlawyer services. Part III analyzes the extent of pro bono contributions and what can be done to increase them. Part IV surveys the evolution and contributions of public interest law, and how best to support it. Part V concludes with an agenda for reducing the justice gap. It argues for greater involvement of legal educators and practitioners in expanding understanding of the problem and supporting the most cost-effective solutions.",2017,"11 Special Issues,11.5 Financing Justice,9 Demographics,9.1. Financial Demographics,7 Access to Justice,7.1 A2J demographics,7.2 A2J gap explanations ,11.4 Non-Lawyer Navigators,10.8 Non-Lawyer/Roles Beyond Lawyers Solutions,10 Solution Type,10.5 Pro Bono Solutions,10.6 Technology Solutions,10.2 Non-Legal Solutions,3 Courts & Lawyers ,3.8 Representing onself as Pro Se","11, 11.5, 9, 9.1, 7, 7.1, 7.2, 11.4, 10.8, 10, 10.5, 10.6, 10.2, 3, 3.8"
"Approximately two-thirds of the litigants in state courts proceeding are pro se and approximately three-fourths of all civil trial cases in the United States have at least one party without legal representation. This creates challenges for individuals who must try to resolve their case via procedures designed by and for lawyers. 
",1,89,"Deborah Rhode,Scott Cummings","Access to Justice: Looking Back, Thinking Ahead",8,"This Article seeks to assess our progress and reassess our goals concerning access to justice. It begins in Part I by summarizing the nature of the challenge. Although there is much we do not know about the scope of the problem, the data available suggest a shameful inadequacy of services for the poor and a declining commitment of federal funds to address it. The remainder of the Article explores the most plausible responses. Part II reviews the role of technology, self-help, and nonlawyer services. Part III analyzes the extent of pro bono contributions and what can be done to increase them. Part IV surveys the evolution and contributions of public interest law, and how best to support it. Part V concludes with an agenda for reducing the justice gap. It argues for greater involvement of legal educators and practitioners in expanding understanding of the problem and supporting the most cost-effective solutions.",2017,"11 Special Issues,11.5 Financing Justice,9 Demographics,9.1. Financial Demographics,7 Access to Justice,7.1 A2J demographics,7.2 A2J gap explanations ,11.4 Non-Lawyer Navigators,10.8 Non-Lawyer/Roles Beyond Lawyers Solutions,10 Solution Type,10.5 Pro Bono Solutions,10.6 Technology Solutions,10.2 Non-Legal Solutions,3 Courts & Lawyers ,3.8 Representing onself as Pro Se","11, 11.5, 9, 9.1, 7, 7.1, 7.2, 11.4, 10.8, 10, 10.5, 10.6, 10.2, 3, 3.8"
"Unauthorized practice of law rules prohibit even well-trained nonlawyers from providing personalized legal assistance irrespective of its quality and cost-effectiveness.
",1,90,"Deborah Rhode,Scott Cummings","Access to Justice: Looking Back, Thinking Ahead",8,"This Article seeks to assess our progress and reassess our goals concerning access to justice. It begins in Part I by summarizing the nature of the challenge. Although there is much we do not know about the scope of the problem, the data available suggest a shameful inadequacy of services for the poor and a declining commitment of federal funds to address it. The remainder of the Article explores the most plausible responses. Part II reviews the role of technology, self-help, and nonlawyer services. Part III analyzes the extent of pro bono contributions and what can be done to increase them. Part IV surveys the evolution and contributions of public interest law, and how best to support it. Part V concludes with an agenda for reducing the justice gap. It argues for greater involvement of legal educators and practitioners in expanding understanding of the problem and supporting the most cost-effective solutions.",2017,"11 Special Issues,11.5 Financing Justice,9 Demographics,9.1. Financial Demographics,7 Access to Justice,7.1 A2J demographics,7.2 A2J gap explanations ,11.4 Non-Lawyer Navigators,10.8 Non-Lawyer/Roles Beyond Lawyers Solutions,10 Solution Type,10.5 Pro Bono Solutions,10.6 Technology Solutions,10.2 Non-Legal Solutions,3 Courts & Lawyers ,3.8 Representing onself as Pro Se","11, 11.5, 9, 9.1, 7, 7.1, 7.2, 11.4, 10.8, 10, 10.5, 10.6, 10.2, 3, 3.8"
"“The development of online self-help platforms, such as LegalZoom, has been met with resistance from state bar associations around the country, which have claimed that these providers are engaging in unauthorized practice of law.” The author of this article encourages bar associations to collaborate with these technology companies and ensure that these solutions help reach as many individuals as possible.
",0,91,"Deborah Rhode,Scott Cummings","Access to Justice: Looking Back, Thinking Ahead",8,"This Article seeks to assess our progress and reassess our goals concerning access to justice. It begins in Part I by summarizing the nature of the challenge. Although there is much we do not know about the scope of the problem, the data available suggest a shameful inadequacy of services for the poor and a declining commitment of federal funds to address it. The remainder of the Article explores the most plausible responses. Part II reviews the role of technology, self-help, and nonlawyer services. Part III analyzes the extent of pro bono contributions and what can be done to increase them. Part IV surveys the evolution and contributions of public interest law, and how best to support it. Part V concludes with an agenda for reducing the justice gap. It argues for greater involvement of legal educators and practitioners in expanding understanding of the problem and supporting the most cost-effective solutions.",2017,"11 Special Issues,11.5 Financing Justice,9 Demographics,9.1. Financial Demographics,7 Access to Justice,7.1 A2J demographics,7.2 A2J gap explanations ,11.4 Non-Lawyer Navigators,10.8 Non-Lawyer/Roles Beyond Lawyers Solutions,10 Solution Type,10.5 Pro Bono Solutions,10.6 Technology Solutions,10.2 Non-Legal Solutions,3 Courts & Lawyers ,3.8 Representing onself as Pro Se","11, 11.5, 9, 9.1, 7, 7.1, 7.2, 11.4, 10.8, 10, 10.5, 10.6, 10.2, 3, 3.8"
"According to 1980’s studies on lawyers’ pro bono work, though most lawyers donate some of their time to provide free services, less than seventeen percent of lawyers participated in organized pro bono programs directed to the financially disadvantaged. Further, ninety-two of the 100 largest firms had a majority of lawyers that donated less than 20 hours per year.",1,92,"Deborah Rhode,Scott Cummings","Access to Justice: Looking Back, Thinking Ahead",8,"This Article seeks to assess our progress and reassess our goals concerning access to justice. It begins in Part I by summarizing the nature of the challenge. Although there is much we do not know about the scope of the problem, the data available suggest a shameful inadequacy of services for the poor and a declining commitment of federal funds to address it. The remainder of the Article explores the most plausible responses. Part II reviews the role of technology, self-help, and nonlawyer services. Part III analyzes the extent of pro bono contributions and what can be done to increase them. Part IV surveys the evolution and contributions of public interest law, and how best to support it. Part V concludes with an agenda for reducing the justice gap. It argues for greater involvement of legal educators and practitioners in expanding understanding of the problem and supporting the most cost-effective solutions.",2017,"11 Special Issues,11.5 Financing Justice,9 Demographics,9.1. Financial Demographics,7 Access to Justice,7.1 A2J demographics,7.2 A2J gap explanations ,11.4 Non-Lawyer Navigators,10.8 Non-Lawyer/Roles Beyond Lawyers Solutions,10 Solution Type,10.5 Pro Bono Solutions,10.6 Technology Solutions,10.2 Non-Legal Solutions,3 Courts & Lawyers ,3.8 Representing onself as Pro Se","11, 11.5, 9, 9.1, 7, 7.1, 7.2, 11.4, 10.8, 10, 10.5, 10.6, 10.2, 3, 3.8"
"According to the ABA’s 2013 survey, only one third of lawyers meet the Model Rules of Professional Conduct recommendation of over fifty hours of pro bono services to individuals of limited means (or organizations that support them) per year. One fifth of the survey respondents reported doing no pro bono work.",1,93,"Deborah Rhode,Scott Cummings","Access to Justice: Looking Back, Thinking Ahead",8,"This Article seeks to assess our progress and reassess our goals concerning access to justice. It begins in Part I by summarizing the nature of the challenge. Although there is much we do not know about the scope of the problem, the data available suggest a shameful inadequacy of services for the poor and a declining commitment of federal funds to address it. The remainder of the Article explores the most plausible responses. Part II reviews the role of technology, self-help, and nonlawyer services. Part III analyzes the extent of pro bono contributions and what can be done to increase them. Part IV surveys the evolution and contributions of public interest law, and how best to support it. Part V concludes with an agenda for reducing the justice gap. It argues for greater involvement of legal educators and practitioners in expanding understanding of the problem and supporting the most cost-effective solutions.",2017,"11 Special Issues,11.5 Financing Justice,9 Demographics,9.1. Financial Demographics,7 Access to Justice,7.1 A2J demographics,7.2 A2J gap explanations ,11.4 Non-Lawyer Navigators,10.8 Non-Lawyer/Roles Beyond Lawyers Solutions,10 Solution Type,10.5 Pro Bono Solutions,10.6 Technology Solutions,10.2 Non-Legal Solutions,3 Courts & Lawyers ,3.8 Representing onself as Pro Se","11, 11.5, 9, 9.1, 7, 7.1, 7.2, 11.4, 10.8, 10, 10.5, 10.6, 10.2, 3, 3.8"
"“According to the most recent comprehensive data, there are slightly more than 1,000 public interest law organizations (including legal aid organizations) with an average of thirteen lawyers per group, for an estimated total of 13,715 attorneys in the field—approximately 1.3% of the total bar.” However, while a small percentage of the total bar, this number has doubled in the last thirty years.
pro",0,94,"Deborah Rhode,Scott Cummings","Access to Justice: Looking Back, Thinking Ahead",8,"This Article seeks to assess our progress and reassess our goals concerning access to justice. It begins in Part I by summarizing the nature of the challenge. Although there is much we do not know about the scope of the problem, the data available suggest a shameful inadequacy of services for the poor and a declining commitment of federal funds to address it. The remainder of the Article explores the most plausible responses. Part II reviews the role of technology, self-help, and nonlawyer services. Part III analyzes the extent of pro bono contributions and what can be done to increase them. Part IV surveys the evolution and contributions of public interest law, and how best to support it. Part V concludes with an agenda for reducing the justice gap. It argues for greater involvement of legal educators and practitioners in expanding understanding of the problem and supporting the most cost-effective solutions.",2017,"11 Special Issues,11.5 Financing Justice,9 Demographics,9.1. Financial Demographics,7 Access to Justice,7.1 A2J demographics,7.2 A2J gap explanations ,11.4 Non-Lawyer Navigators,10.8 Non-Lawyer/Roles Beyond Lawyers Solutions,10 Solution Type,10.5 Pro Bono Solutions,10.6 Technology Solutions,10.2 Non-Legal Solutions,3 Courts & Lawyers ,3.8 Representing onself as Pro Se","11, 11.5, 9, 9.1, 7, 7.1, 7.2, 11.4, 10.8, 10, 10.5, 10.6, 10.2, 3, 3.8"
"“More research should focus on understanding the dimensions and dynamics of the justice gap. More legal and policy work should focus on encouraging innovation in the delivery of services through technology, court reform, and qualified nonlawyer providers.”
",0,95,"Deborah Rhode,Scott Cummings","Access to Justice: Looking Back, Thinking Ahead",8,"This Article seeks to assess our progress and reassess our goals concerning access to justice. It begins in Part I by summarizing the nature of the challenge. Although there is much we do not know about the scope of the problem, the data available suggest a shameful inadequacy of services for the poor and a declining commitment of federal funds to address it. The remainder of the Article explores the most plausible responses. Part II reviews the role of technology, self-help, and nonlawyer services. Part III analyzes the extent of pro bono contributions and what can be done to increase them. Part IV surveys the evolution and contributions of public interest law, and how best to support it. Part V concludes with an agenda for reducing the justice gap. It argues for greater involvement of legal educators and practitioners in expanding understanding of the problem and supporting the most cost-effective solutions.",2017,"11 Special Issues,11.5 Financing Justice,9 Demographics,9.1. Financial Demographics,7 Access to Justice,7.1 A2J demographics,7.2 A2J gap explanations ,11.4 Non-Lawyer Navigators,10.8 Non-Lawyer/Roles Beyond Lawyers Solutions,10 Solution Type,10.5 Pro Bono Solutions,10.6 Technology Solutions,10.2 Non-Legal Solutions,3 Courts & Lawyers ,3.8 Representing onself as Pro Se","11, 11.5, 9, 9.1, 7, 7.1, 7.2, 11.4, 10.8, 10, 10.5, 10.6, 10.2, 3, 3.8"
"The most commonly reported civil justice events in the US involve ""housing (such as problems paying property taxes, concerns that tax assessments are too high, difficulty getting a landlord to make a repair, or being threatened with eviction) and finances (such as difficulty getting credit, being unable to pay one or more bills, or considering filing for bankruptcy)."" p. 340",0,96,Rebecca L. Sandefur ,Accessing Justice in the Contemporary USA: Findings from the Community Needs and Services Study,9,"A new study of the civil justice experiences of the American public, the Community Needs and Services Study, finds widespread incidence of events and situations that have civil legal aspects, raise civil legal issues and are potentially actionable under civil law. Most are handled outside the context of the formal justice system. These events are common and can be severe in their impacts. People experiencing these situations typically do not receive assistance from lawyers or other formal third parties.
In 2013, two-thirds (66%) of a random sample of adults in a middle-sized American city reported experiencing at least one of 12 different categories of civil justice situations in the previous 18 months. For the whole sample, the average number of situations was 2.1; for people who reported situations, the average number reported was 3.3. The most commonly reported kinds of situations involved bread and butter issues with far-reaching impacts: problems with employment, money (finances, government benefits, debts), insurance, and housing. Poor people were more likely to report civil justice situations than were middle-income or high-income people. African Americans and Hispanics were more likely to report such situations than Whites.
People reported that almost half (47%) of the civil justice situations they experienced resulted in a significant negative consequence such as feelings of fear, a loss of income or confidence, damage to physical or mental health, or verbal or physical violence or threats of violence. Adverse impacts on health were the most common negative consequence, reported for 27% of situations.
Typically, people handled these situations on their own. For only about a fifth (22%) of situations did they seek assistance from a third party outside their immediate social network, such as a lawyer, social worker, police officer, city agency, religious leader or elected official. When people who did not seek any assistance from third parties outside their social circles were asked if cost was one barrier to doing so, they reported that concerns about cost were a factor in 17% of cases. A more important reason that people do not seek assistance with these situations, in particular assistance from lawyers or courts, is that they do not understand these situations to be legal.",2014,"12. Jurisdiction,12.2 United States,9 Demographics,9.3 Location,1 Housing ,""2 Money, Debt & Consumer Issues"",2.9 Financial literacy ,2.11 Insurance,3 Courts & Lawyers ,3.4 Finding and hiring a lawyer to help you,3.5 Going to court and dealing with procedure,3.6 Information help resources to deal with legal issues,3.8 Representing onself as Pro Se,6 Work & Employment Law ,7 Access to Justice,7.1 A2J demographics,7.2 A2J gap explanations ,8 Issue Type,8.2 Legal Information Issues,8.4 Legal Aid Issues,9.1. Financial Demographics,10 Solution Type,10.2 Non-Legal Solutions,11 Special Issues,11.4 Non-Lawyer Navigators","12, 12.2, 9, 9.3, 1, 2, 2.9, 2.11, 3, 3.4, 3.5, 3.6, 3.8, 6, 7, 7.1, 7.2, 8, 8.2, 8.4, 9.1, 10, 10.2, 11, 11.4"
Class is predictive of how people will respond to civil justice problems. People of a higher socioeconomic status are more likely to take some action in response to problems and will be more likely to take some action involving the law. Lower class households are less likely to turn to law with their justiciable problems.,1,97,Rebecca L. Sandefur ,Accessing Justice in the Contemporary USA: Findings from the Community Needs and Services Study,9,"A new study of the civil justice experiences of the American public, the Community Needs and Services Study, finds widespread incidence of events and situations that have civil legal aspects, raise civil legal issues and are potentially actionable under civil law. Most are handled outside the context of the formal justice system. These events are common and can be severe in their impacts. People experiencing these situations typically do not receive assistance from lawyers or other formal third parties.
In 2013, two-thirds (66%) of a random sample of adults in a middle-sized American city reported experiencing at least one of 12 different categories of civil justice situations in the previous 18 months. For the whole sample, the average number of situations was 2.1; for people who reported situations, the average number reported was 3.3. The most commonly reported kinds of situations involved bread and butter issues with far-reaching impacts: problems with employment, money (finances, government benefits, debts), insurance, and housing. Poor people were more likely to report civil justice situations than were middle-income or high-income people. African Americans and Hispanics were more likely to report such situations than Whites.
People reported that almost half (47%) of the civil justice situations they experienced resulted in a significant negative consequence such as feelings of fear, a loss of income or confidence, damage to physical or mental health, or verbal or physical violence or threats of violence. Adverse impacts on health were the most common negative consequence, reported for 27% of situations.
Typically, people handled these situations on their own. For only about a fifth (22%) of situations did they seek assistance from a third party outside their immediate social network, such as a lawyer, social worker, police officer, city agency, religious leader or elected official. When people who did not seek any assistance from third parties outside their social circles were asked if cost was one barrier to doing so, they reported that concerns about cost were a factor in 17% of cases. A more important reason that people do not seek assistance with these situations, in particular assistance from lawyers or courts, is that they do not understand these situations to be legal.",2014,"12. Jurisdiction,12.2 United States,9 Demographics,9.3 Location,1 Housing ,""2 Money, Debt & Consumer Issues"",2.9 Financial literacy ,2.11 Insurance,3 Courts & Lawyers ,3.4 Finding and hiring a lawyer to help you,3.5 Going to court and dealing with procedure,3.6 Information help resources to deal with legal issues,3.8 Representing onself as Pro Se,6 Work & Employment Law ,7 Access to Justice,7.1 A2J demographics,7.2 A2J gap explanations ,8 Issue Type,8.2 Legal Information Issues,8.4 Legal Aid Issues,9.1. Financial Demographics,10 Solution Type,10.2 Non-Legal Solutions,11 Special Issues,11.4 Non-Lawyer Navigators","12, 12.2, 9, 9.3, 1, 2, 2.9, 2.11, 3, 3.4, 3.5, 3.6, 3.8, 6, 7, 7.1, 7.2, 8, 8.2, 8.4, 9.1, 10, 10.2, 11, 11.4"
"Factors reflective of social rank, like sense of entitlement or feelings of powerlessness, as well as differences in past experiences may play a role in creating class-stratified patterns of actions and inaction.",1,98,Rebecca L. Sandefur ,Accessing Justice in the Contemporary USA: Findings from the Community Needs and Services Study,9,"A new study of the civil justice experiences of the American public, the Community Needs and Services Study, finds widespread incidence of events and situations that have civil legal aspects, raise civil legal issues and are potentially actionable under civil law. Most are handled outside the context of the formal justice system. These events are common and can be severe in their impacts. People experiencing these situations typically do not receive assistance from lawyers or other formal third parties.
In 2013, two-thirds (66%) of a random sample of adults in a middle-sized American city reported experiencing at least one of 12 different categories of civil justice situations in the previous 18 months. For the whole sample, the average number of situations was 2.1; for people who reported situations, the average number reported was 3.3. The most commonly reported kinds of situations involved bread and butter issues with far-reaching impacts: problems with employment, money (finances, government benefits, debts), insurance, and housing. Poor people were more likely to report civil justice situations than were middle-income or high-income people. African Americans and Hispanics were more likely to report such situations than Whites.
People reported that almost half (47%) of the civil justice situations they experienced resulted in a significant negative consequence such as feelings of fear, a loss of income or confidence, damage to physical or mental health, or verbal or physical violence or threats of violence. Adverse impacts on health were the most common negative consequence, reported for 27% of situations.
Typically, people handled these situations on their own. For only about a fifth (22%) of situations did they seek assistance from a third party outside their immediate social network, such as a lawyer, social worker, police officer, city agency, religious leader or elected official. When people who did not seek any assistance from third parties outside their social circles were asked if cost was one barrier to doing so, they reported that concerns about cost were a factor in 17% of cases. A more important reason that people do not seek assistance with these situations, in particular assistance from lawyers or courts, is that they do not understand these situations to be legal.",2014,"12. Jurisdiction,12.2 United States,9 Demographics,9.3 Location,1 Housing ,""2 Money, Debt & Consumer Issues"",2.9 Financial literacy ,2.11 Insurance,3 Courts & Lawyers ,3.4 Finding and hiring a lawyer to help you,3.5 Going to court and dealing with procedure,3.6 Information help resources to deal with legal issues,3.8 Representing onself as Pro Se,6 Work & Employment Law ,7 Access to Justice,7.1 A2J demographics,7.2 A2J gap explanations ,8 Issue Type,8.2 Legal Information Issues,8.4 Legal Aid Issues,9.1. Financial Demographics,10 Solution Type,10.2 Non-Legal Solutions,11 Special Issues,11.4 Non-Lawyer Navigators","12, 12.2, 9, 9.3, 1, 2, 2.9, 2.11, 3, 3.4, 3.5, 3.6, 3.8, 6, 7, 7.1, 7.2, 8, 8.2, 8.4, 9.1, 10, 10.2, 11, 11.4"
"""Studies of small claims courts find that litigants who use 'powerless language,' a style characterized by 'deference, subordination and nonassertiveness,"" are 'believed significantly less often than their powerful counterparts."" Conversely, those who are ""rule-oriented"" interpreting ""disputes in terms of rules and principles that apply irrespective of social status"" and ""structuring their accounts as a deductive search for blame"" are more successful in communicating their cases to judges and adjudicators than those who employ a relational style, ""interpreting rights and allocating responsibility for events"" with a heavy focus on status and social relationships.",0,99,Rebecca L. Sandefur ,Accessing Justice in the Contemporary USA: Findings from the Community Needs and Services Study,9,"A new study of the civil justice experiences of the American public, the Community Needs and Services Study, finds widespread incidence of events and situations that have civil legal aspects, raise civil legal issues and are potentially actionable under civil law. Most are handled outside the context of the formal justice system. These events are common and can be severe in their impacts. People experiencing these situations typically do not receive assistance from lawyers or other formal third parties.
In 2013, two-thirds (66%) of a random sample of adults in a middle-sized American city reported experiencing at least one of 12 different categories of civil justice situations in the previous 18 months. For the whole sample, the average number of situations was 2.1; for people who reported situations, the average number reported was 3.3. The most commonly reported kinds of situations involved bread and butter issues with far-reaching impacts: problems with employment, money (finances, government benefits, debts), insurance, and housing. Poor people were more likely to report civil justice situations than were middle-income or high-income people. African Americans and Hispanics were more likely to report such situations than Whites.
People reported that almost half (47%) of the civil justice situations they experienced resulted in a significant negative consequence such as feelings of fear, a loss of income or confidence, damage to physical or mental health, or verbal or physical violence or threats of violence. Adverse impacts on health were the most common negative consequence, reported for 27% of situations.
Typically, people handled these situations on their own. For only about a fifth (22%) of situations did they seek assistance from a third party outside their immediate social network, such as a lawyer, social worker, police officer, city agency, religious leader or elected official. When people who did not seek any assistance from third parties outside their social circles were asked if cost was one barrier to doing so, they reported that concerns about cost were a factor in 17% of cases. A more important reason that people do not seek assistance with these situations, in particular assistance from lawyers or courts, is that they do not understand these situations to be legal.",2014,"12. Jurisdiction,12.2 United States,9 Demographics,9.3 Location,1 Housing ,""2 Money, Debt & Consumer Issues"",2.9 Financial literacy ,2.11 Insurance,3 Courts & Lawyers ,3.4 Finding and hiring a lawyer to help you,3.5 Going to court and dealing with procedure,3.6 Information help resources to deal with legal issues,3.8 Representing onself as Pro Se,6 Work & Employment Law ,7 Access to Justice,7.1 A2J demographics,7.2 A2J gap explanations ,8 Issue Type,8.2 Legal Information Issues,8.4 Legal Aid Issues,9.1. Financial Demographics,10 Solution Type,10.2 Non-Legal Solutions,11 Special Issues,11.4 Non-Lawyer Navigators","12, 12.2, 9, 9.3, 1, 2, 2.9, 2.11, 3, 3.4, 3.5, 3.6, 3.8, 6, 7, 7.1, 7.2, 8, 8.2, 8.4, 9.1, 10, 10.2, 11, 11.4"
"Studies of U.S. Personal Injury lawyers show that case screening decisions involve predictions about whether the contingent fee share of the client's award would be sufficient to cover expenses and result in profit and that this may disadvantage groups like the young, elderly, or unemployed since they have little in lost wages or potential earnings to claim in damages.",1,100,Rebecca L. Sandefur ,Accessing Justice in the Contemporary USA: Findings from the Community Needs and Services Study,9,"A new study of the civil justice experiences of the American public, the Community Needs and Services Study, finds widespread incidence of events and situations that have civil legal aspects, raise civil legal issues and are potentially actionable under civil law. Most are handled outside the context of the formal justice system. These events are common and can be severe in their impacts. People experiencing these situations typically do not receive assistance from lawyers or other formal third parties.
In 2013, two-thirds (66%) of a random sample of adults in a middle-sized American city reported experiencing at least one of 12 different categories of civil justice situations in the previous 18 months. For the whole sample, the average number of situations was 2.1; for people who reported situations, the average number reported was 3.3. The most commonly reported kinds of situations involved bread and butter issues with far-reaching impacts: problems with employment, money (finances, government benefits, debts), insurance, and housing. Poor people were more likely to report civil justice situations than were middle-income or high-income people. African Americans and Hispanics were more likely to report such situations than Whites.
People reported that almost half (47%) of the civil justice situations they experienced resulted in a significant negative consequence such as feelings of fear, a loss of income or confidence, damage to physical or mental health, or verbal or physical violence or threats of violence. Adverse impacts on health were the most common negative consequence, reported for 27% of situations.
Typically, people handled these situations on their own. For only about a fifth (22%) of situations did they seek assistance from a third party outside their immediate social network, such as a lawyer, social worker, police officer, city agency, religious leader or elected official. When people who did not seek any assistance from third parties outside their social circles were asked if cost was one barrier to doing so, they reported that concerns about cost were a factor in 17% of cases. A more important reason that people do not seek assistance with these situations, in particular assistance from lawyers or courts, is that they do not understand these situations to be legal.",2014,"12. Jurisdiction,12.2 United States,9 Demographics,9.3 Location,1 Housing ,""2 Money, Debt & Consumer Issues"",2.9 Financial literacy ,2.11 Insurance,3 Courts & Lawyers ,3.4 Finding and hiring a lawyer to help you,3.5 Going to court and dealing with procedure,3.6 Information help resources to deal with legal issues,3.8 Representing onself as Pro Se,6 Work & Employment Law ,7 Access to Justice,7.1 A2J demographics,7.2 A2J gap explanations ,8 Issue Type,8.2 Legal Information Issues,8.4 Legal Aid Issues,9.1. Financial Demographics,10 Solution Type,10.2 Non-Legal Solutions,11 Special Issues,11.4 Non-Lawyer Navigators","12, 12.2, 9, 9.3, 1, 2, 2.9, 2.11, 3, 3.4, 3.5, 3.6, 3.8, 6, 7, 7.1, 7.2, 8, 8.2, 8.4, 9.1, 10, 10.2, 11, 11.4"
